# DEC: -19.5125555555556
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-04-19 10:17:43.700000+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256708333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: None
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
4061.492,2.54882e+00,1.10582e-01
4064.022,2.67376e+00,1.18130e-01
4066.552,2.50744e+00,1.20365e-01
4069.082,2.71780e+00,1.18717e-01
4071.612,2.46241e+00,1.07023e-01
4074.142,2.55436e+00,1.07024e-01
4076.672,2.80497e+00,1.19826e-01
4079.202,2.51181e+00,1.29825e-01
4081.732,2.80967e+00,1.30590e-01
4084.262,2.62813e+00,1.14731e-01
4086.792,2.58558e+00,1.10090e-01
4089.322,2.67266e+00,1.13510e-01
4091.852,2.64770e+00,1.19081e-01
4094.382,2.83906e+00,1.18448e-01
4096.912,2.90481e+00,1.11985e-01
4099.443,2.86999e+00,1.06739e-01
4101.973,3.11256e+00,1.12149e-01
4104.503,3.11227e+00,1.21833e-01
4107.033,3.04971e+00,1.24089e-01
4109.563,2.76022e+00,1.10305e-01
4112.093,2.78085e+00,1.06231e-01
4114.623,2.69402e+00,1.06075e-01
4117.153,2.64754e+00,1.11505e-01
4119.683,2.39798e+00,1.11355e-01
4122.213,2.41950e+00,1.04715e-01
4124.743,2.53111e+00,1.02158e-01
4127.273,2.38614e+00,1.01037e-01
4129.803,2.50743e+00,1.05925e-01
4132.333,2.52659e+00,1.11365e-01
4134.863,2.31158e+00,1.04194e-01
4137.393,2.45227e+00,1.00508e-01
4139.923,2.61346e+00,1.02814e-01
4142.453,2.50790e+00,1.06850e-01
4144.983,2.58096e+00,1.12278e-01
4147.513,2.64399e+00,1.08824e-01
4150.043,2.32563e+00,9.85415e-02
4152.573,2.37835e+00,9.91223e-02
4155.103,2.55008e+00,1.06494e-01
4157.633,2.44575e+00,1.10843e-01
4160.163,2.52334e+00,1.09824e-01
4162.693,2.38139e+00,1.01259e-01
4165.224,2.41519e+00,1.02322e-01
4167.754,2.38093e+00,1.04384e-01
4170.284,2.08582e+00,1.06969e-01
4172.814,2.23240e+00,1.06581e-01
4175.344,2.15741e+00,9.73371e-02
4177.874,2.24323e+00,9.52300e-02
4180.404,2.54756e+00,1.02087e-01
4182.934,2.43559e+00,1.07639e-01
4185.464,2.08325e+00,1.05072e-01
4187.994,2.14009e+00,9.98530e-02
4190.524,2.16794e+00,9.41282e-02
4193.054,2.27163e+00,9.76065e-02
4195.584,2.37147e+00,1.06263e-01
4198.114,2.43633e+00,1.09792e-01
4200.644,2.39987e+00,1.02610e-01
4203.174,2.46627e+00,1.00142e-01
4205.704,2.42234e+00,1.00032e-01
4208.234,2.45124e+00,1.06298e-01
4210.764,2.48291e+00,1.13059e-01
4213.294,2.74116e+00,1.11701e-01
4215.824,2.83632e+00,1.06501e-01
4218.354,2.94077e+00,1.07149e-01
4220.884,3.17504e+00,1.15729e-01
4223.414,3.18435e+00,1.19563e-01
4225.944,3.34749e+00,1.18729e-01
4228.474,2.99057e+00,1.07938e-01
4231.005,2.99811e+00,1.07774e-01
4233.535,3.06533e+00,1.13711e-01
4236.065,2.89535e+00,1.18887e-01
4238.595,3.37469e+00,1.28827e-01
4241.125,2.83233e+00,1.08322e-01
4243.655,2.79748e+00,1.06923e-01
4246.185,2.75747e+00,1.12257e-01
4248.715,2.57368e+00,1.20753e-01
4251.245,2.97705e+00,1.22139e-01
4253.775,2.87476e+00,1.09597e-01
4256.305,2.66219e+00,1.04862e-01
4258.835,2.84196e+00,1.10069e-01
4261.365,2.82012e+00,1.16638e-01
4263.895,2.67618e+00,1.19195e-01
4266.425,2.58996e+00,1.09590e-01
4268.955,2.71087e+00,1.05489e-01
4271.485,2.82056e+00,1.09620e-01
4274.015,2.60346e+00,1.15661e-01
4276.545,2.70758e+00,1.19122e-01
4279.075,2.68922e+00,1.12430e-01
4281.605,2.69926e+00,1.07511e-01
