59292.05083 g 16.075 0.016
59292.05182 r 16.039 0.014
59292.05282 i 16.374 0.019
59297.65191 g 14.235 0.012
59297.65291 r 14.355 0.012
59297.65390 i 14.684 0.014
59307.99374 g 13.951 0.011
59307.99475 r 13.941 0.011
59307.99575 i 14.730 0.013
59317.00611 g 14.283 0.012
59317.00711 r 14.510 0.013
59317.00812 i 15.221 0.017
59325.32901 g 14.989 0.035
59333.48175 g 15.758 0.016
59333.48275 r 14.941 0.014
59333.48375 i 15.121 0.015
59292.04900 u 17.854 0.021
59297.65000 u 15.034 0.012
59303.28500 u 14.577 0.020
59307.99200 u 14.765 0.010
59317.00400 u 15.648 0.012
59325.32700 u 16.500 0.094
59333.48000 u 17.650 0.039
